City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
692,Miles City,US,46.4083,-105.8406,67.17,42,0,9.22,clear sky
693,Matara,LK,5.9485,80.5353,85.42,67,97,13.47,overcast clouds
694,Kichmengskiy Gorodok,RU,59.9816,45.7854,50.88,83,100,18.43,overcast clouds
695,Port Moresby,PG,-9.4431,147.1797,89.02,62,40,11.5,haze
696,Nisia Floresta,BR,-6.0911,-35.2086,73.78,88,52,8.21,broken clouds
697,Shuyskoye,RU,59.3736,41.0305,49.05,93,100,16.8,light rain
698,Srednekolymsk,RU,67.45,153.6833,50.77,29,95,18.03,overcast clouds
699,Merauke,ID,-8.4667,140.3333,85.46,71,77,12.5,broken clouds
700,Bucerias,MX,20.75,-105.3333,75.52,97,100,3.04,overcast clouds
701,Bonavista,CA,48.6499,-53.1147,50.58,78,74,10.69,broken clouds
702,Ola,RU,59.5833,151.2833,44.15,90,100,33.98,moderate rain
703,Paranhos,BR,-23.8928,-55.4311,63.52,97,96,3.89,overcast clouds
704,San Carlos De Bariloche,AR,-41.1456,-71.3082,31.75,83,40,4.61,scattered clouds
705,Road Town,VG,18.4167,-64.6167,82.31,81,100,16.11,overcast clouds
706,Liberal,US,37.0431,-100.921,77.14,50,0,13.8,clear sky
707,Beidao,CN,34.5686,105.8933,64.42,71,98,4.29,overcast clouds
708,Coruripe,BR,-10.1256,-36.1756,71.17,87,31,4.7,scattered clouds
709,Terrasini,IT,38.146,13.0844,73.62,68,0,1.14,clear sky
710,Segou,ML,13.4317,-6.2157,75.99,82,100,5.1,overcast clouds
711,Port Pirie,AU,-33.1833,138.0167,73.31,40,99,18.86,overcast clouds
712,Khartoum,SD,15.5518,32.5324,81.01,73,99,1.99,overcast clouds
713,Srikakulam,IN,18.3,83.9,77.86,88,100,9.57,overcast clouds
714,Tripoli,LY,32.8752,13.1875,84.97,47,45,2.98,scattered clouds
715,Volsk,RU,52.0333,47.3833,64.02,48,42,2.84,scattered clouds
